InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Ratio
100000,0.05,9,0.97,4832,2245,2207,0.465,0.457,0.75000000000000033
100000,0.05,8,0.97,4832,2468,2426,0.511,0.502,0.75000000000000033
100000,0.05,7,0.97,4832,2706,2656,0.56,0.55,0.75000000000000033
100000,0.05,6,0.97,4832,2950,2883,0.611,0.597,0.75000000000000033
100000,0.05,5,0.97,4832,3154,3057,0.653,0.633,0.75000000000000033
100000,0.05,4,0.97,4832,3288,3147,0.68,0.651,0.75000000000000033
100000,0.05,3,0.97,4832,3240,2982,0.671,0.617,0.75000000000000033
100000,0.05,2,0.97,4832,2991,2734,0.619,0.566,0.75000000000000033
100000,0.05,1,0.97,4832,0,0,0.0,0.0,0.75000000000000033
100000,0.05,11,0.97,5029,1779,1744,0.354,0.347,0.72500000000000031
100000,0.05,10,0.97,5029,1995,1953,0.397,0.388,0.72500000000000031
100000,0.05,9,0.97,5029,2194,2142,0.436,0.426,0.72500000000000031
100000,0.05,8,0.97,5029,2382,2327,0.474,0.463,0.72500000000000031
100000,0.05,7,0.97,5029,2626,2566,0.522,0.51,0.72500000000000031
100000,0.05,6,0.97,5029,2872,2786,0.571,0.554,0.72500000000000031
100000,0.05,5,0.97,5029,3109,3000,0.618,0.596,0.72500000000000031
100000,0.05,4,0.97,5029,3235,3085,0.643,0.613,0.72500000000000031
100000,0.05,3,0.97,5029,3081,2829,0.613,0.562,0.72500000000000031
100000,0.05,2,0.97,5029,2939,2629,0.584,0.523,0.72500000000000031
100000,0.05,1,0.97,5029,0,0,0.0,0.0,0.72500000000000031
100000,0.05,11,0.97,4997,1776,1747,0.355,0.35,0.70000000000000029
100000,0.05,10,0.97,4997,1946,1912,0.389,0.383,0.70000000000000029
100000,0.05,9,0.97,4997,2146,2111,0.429,0.422,0.70000000000000029
100000,0.05,8,0.97,4997,2337,2291,0.468,0.458,0.70000000000000029
100000,0.05,7,0.97,4997,2524,2470,0.505,0.494,0.70000000000000029
100000,0.05,6,0.97,4997,2777,2710,0.556,0.542,0.70000000000000029
100000,0.05,5,0.97,4997,2982,2889,0.597,0.578,0.70000000000000029
100000,0.05,4,0.97,4997,3168,3011,0.634,0.602,0.70000000000000029
100000,0.05,3,0.97,4997,2909,2672,0.582,0.535,0.70000000000000029
100000,0.05,2,0.97,4997,2912,2538,0.583,0.508,0.70000000000000029
100000,0.05,1,0.97,4997,0,0,0.0,0.0,0.70000000000000029
100000,0.05,11,0.97,4858,1658,1639,0.341,0.337,0.67500000000000027
100000,0.05,10,0.97,4858,1840,1814,0.379,0.373,0.67500000000000027
100000,0.05,9,0.97,4858,2041,2013,0.42,0.414,0.67500000000000027
100000,0.05,8,0.97,4858,2246,2203,0.462,0.453,0.67500000000000027
100000,0.05,7,0.97,4858,2431,2394,0.5,0.493,0.67500000000000027
100000,0.05,6,0.97,4858,2624,2565,0.54,0.528,0.67500000000000027
100000,0.05,5,0.97,4858,2814,2731,0.579,0.562,0.67500000000000027
100000,0.05,4,0.97,4858,2974,2829,0.612,0.582,0.67500000000000027
100000,0.05,3,0.97,4858,2759,2533,0.568,0.521,0.67500000000000027
100000,0.05,2,0.97,4858,2834,2437,0.583,0.502,0.67500000000000027
100000,0.05,1,0.97,4858,0,0,0.0,0.0,0.67500000000000027
100000,0.05,11,0.97,5013,1584,1546,0.316,0.308,0.65000000000000024
100000,0.05,10,0.97,5013,1761,1720,0.351,0.343,0.65000000000000024
100000,0.05,9,0.97,5013,1974,1932,0.394,0.385,0.65000000000000024
100000,0.05,8,0.97,5013,2172,2126,0.433,0.424,0.65000000000000024
100000,0.05,7,0.97,5013,2369,2318,0.473,0.462,0.65000000000000024
100000,0.05,6,0.97,5013,2573,2515,0.513,0.502,0.65000000000000024
100000,0.05,5,0.97,5013,2778,2682,0.554,0.535,0.65000000000000024
100000,0.05,4,0.97,5013,2959,2797,0.59,0.558,0.65000000000000024
100000,0.05,3,0.97,5013,2659,2396,0.53,0.478,0.65000000000000024
100000,0.05,2,0.97,5013,2837,2385,0.566,0.476,0.65000000000000024
100000,0.05,1,0.97,5013,0,0,0.0,0.0,0.65000000000000024
100000,0.05,11,0.97,5068,1518,1481,0.3,0.292,0.62500000000000022
100000,0.05,10,0.97,5068,1668,1635,0.329,0.323,0.62500000000000022
100000,0.05,9,0.97,5068,1869,1835,0.369,0.362,0.62500000000000022
100000,0.05,8,0.97,5068,2049,2012,0.404,0.397,0.62500000000000022
100000,0.05,7,0.97,5068,2233,2183,0.441,0.431,0.62500000000000022
100000,0.05,6,0.97,5068,2449,2390,0.483,0.471,0.62500000000000022
100000,0.05,5,0.97,5068,2653,2565,0.523,0.506,0.62500000000000022
100000,0.05,4,0.97,5068,2860,2687,0.564,0.53,0.62500000000000022
100000,0.05,3,0.97,5068,2553,2317,0.504,0.457,0.62500000000000022
100000,0.05,2,0.97,5068,2755,2310,0.544,0.456,0.62500000000000022
100000,0.05,1,0.97,5068,0,0,0.0,0.0,0.62500000000000022
100000,0.05,11,0.97,5053,1412,1384,0.279,0.274,0.6000000000000002
100000,0.05,10,0.97,5053,1578,1553,0.312,0.307,0.6000000000000002
100000,0.05,9,0.97,5053,1794,1763,0.355,0.349,0.6000000000000002
100000,0.05,8,0.97,5053,1980,1942,0.392,0.384,0.6000000000000002
100000,0.05,7,0.97,5053,2169,2120,0.429,0.419,0.6000000000000002
100000,0.05,6,0.97,5053,2344,2290,0.464,0.453,0.6000000000000002
100000,0.05,5,0.97,5053,2534,2469,0.501,0.489,0.6000000000000002
100000,0.05,4,0.97,5053,2710,2573,0.536,0.509,0.6000000000000002
100000,0.05,3,0.97,5053,2357,2152,0.466,0.426,0.6000000000000002
100000,0.05,2,0.97,5053,2668,2195,0.528,0.434,0.6000000000000002
100000,0.05,1,0.97,5053,0,0,0.0,0.0,0.6000000000000002
100000,0.05,11,0.97,5013,1438,1417,0.287,0.283,0.57500000000000018
100000,0.05,10,0.97,5013,1596,1562,0.318,0.312,0.57500000000000018
100000,0.05,9,0.97,5013,1734,1697,0.346,0.338,0.57500000000000018
100000,0.05,8,0.97,5013,1899,1863,0.379,0.372,0.57500000000000018
100000,0.05,7,0.97,5013,2080,2037,0.415,0.406,0.57500000000000018
100000,0.05,6,0.97,5013,2240,2184,0.447,0.436,0.57500000000000018
100000,0.05,5,0.97,5013,2447,2383,0.488,0.475,0.57500000000000018
100000,0.05,4,0.97,5013,2669,2533,0.532,0.505,0.57500000000000018
100000,0.05,3,0.97,5013,2320,2109,0.463,0.421,0.57500000000000018
100000,0.05,2,0.97,5013,2682,2187,0.535,0.436,0.57500000000000018
100000,0.05,1,0.97,5013,0,0,0.0,0.0,0.57500000000000018
100000,0.05,11,0.97,4957,1317,1294,0.266,0.261,0.55000000000000016
100000,0.05,10,0.97,4957,1469,1444,0.296,0.291,0.55000000000000016
100000,0.05,9,0.97,4957,1630,1611,0.329,0.325,0.55000000000000016
100000,0.05,8,0.97,4957,1818,1789,0.367,0.361,0.55000000000000016
100000,0.05,7,0.97,4957,1965,1932,0.396,0.39,0.55000000000000016
100000,0.05,6,0.97,4957,2133,2095,0.43,0.423,0.55000000000000016
100000,0.05,5,0.97,4957,2307,2258,0.465,0.455,0.55000000000000016
100000,0.05,4,0.97,4957,2517,2390,0.508,0.482,0.55000000000000016
100000,0.05,3,0.97,4957,2165,1958,0.437,0.395,0.55000000000000016
100000,0.05,2,0.97,4957,2584,2054,0.521,0.414,0.55000000000000016
100000,0.05,1,0.97,4957,0,0,0.0,0.0,0.55000000000000016
100000,0.05,11,0.97,5097,1285,1254,0.252,0.246,0.52500000000000013
100000,0.05,10,0.97,5097,1414,1383,0.277,0.271,0.52500000000000013
100000,0.05,9,0.97,5097,1583,1552,0.311,0.304,0.52500000000000013
100000,0.05,8,0.97,5097,1742,1708,0.342,0.335,0.52500000000000013
100000,0.05,7,0.97,5097,1902,1857,0.373,0.364,0.52500000000000013
100000,0.05,6,0.97,5097,2031,1979,0.398,0.388,0.52500000000000013
100000,0.05,5,0.97,5097,2204,2141,0.432,0.42,0.52500000000000013
100000,0.05,4,0.97,5097,2425,2282,0.476,0.448,0.52500000000000013
100000,0.05,3,0.97,5097,2023,1850,0.397,0.363,0.52500000000000013
100000,0.05,2,0.97,5097,2538,1991,0.498,0.391,0.52500000000000013
100000,0.05,1,0.97,5097,0,0,0.0,0.0,0.52500000000000013
100000,0.05,11,0.97,4893,1123,1108,0.23,0.226,0.50000000000000011
100000,0.05,10,0.97,4893,1258,1235,0.257,0.252,0.50000000000000011
100000,0.05,9,0.97,4893,1410,1384,0.288,0.283,0.50000000000000011
100000,0.05,8,0.97,4893,1573,1535,0.321,0.314,0.50000000000000011
100000,0.05,7,0.97,4893,1730,1692,0.354,0.346,0.50000000000000011
100000,0.05,6,0.97,4893,1867,1821,0.382,0.372,0.50000000000000011
100000,0.05,5,0.97,4893,2016,1954,0.412,0.399,0.50000000000000011
100000,0.05,4,0.97,4893,2175,2048,0.445,0.418,0.50000000000000011
100000,0.05,3,0.97,4893,1866,1684,0.381,0.344,0.50000000000000011
100000,0.05,2,0.97,4893,2415,1833,0.494,0.375,0.50000000000000011
100000,0.05,1,0.97,4893,0,0,0.0,0.0,0.50000000000000011
100000,0.05,11,0.97,4939,1023,1005,0.207,0.203,0.47500000000000009
100000,0.05,10,0.97,4939,1165,1148,0.236,0.232,0.47500000000000009
100000,0.05,9,0.97,4939,1348,1325,0.273,0.268,0.47500000000000009
100000,0.05,8,0.97,4939,1504,1473,0.305,0.298,0.47500000000000009
100000,0.05,7,0.97,4939,1644,1609,0.333,0.326,0.47500000000000009
100000,0.05,6,0.97,4939,1806,1764,0.366,0.357,0.47500000000000009
100000,0.05,5,0.97,4939,1949,1896,0.395,0.384,0.47500000000000009
100000,0.05,4,0.97,4939,2096,1980,0.424,0.401,0.47500000000000009
100000,0.05,3,0.97,4939,1759,1616,0.356,0.327,0.47500000000000009
100000,0.05,2,0.97,4939,2407,1794,0.487,0.363,0.47500000000000009
100000,0.05,1,0.97,4939,0,0,0.0,0.0,0.47500000000000009
100000,0.05,11,0.97,5078,878,872,0.173,0.172,0.45000000000000007
100000,0.05,10,0.97,5078,1039,1026,0.205,0.202,0.45000000000000007
100000,0.05,9,0.97,5078,1183,1166,0.233,0.23,0.45000000000000007
100000,0.05,8,0.97,5078,1330,1312,0.262,0.258,0.45000000000000007
100000,0.05,7,0.97,5078,1493,1472,0.294,0.29,0.45000000000000007
100000,0.05,6,0.97,5078,1645,1613,0.324,0.318,0.45000000000000007
100000,0.05,5,0.97,5078,1795,1760,0.353,0.347,0.45000000000000007
100000,0.05,4,0.97,5078,1943,1849,0.383,0.364,0.45000000000000007
100000,0.05,3,0.97,5078,1653,1490,0.326,0.293,0.45000000000000007
100000,0.05,2,0.97,5078,2321,1653,0.457,0.325,0.45000000000000007
100000,0.05,1,0.97,5078,0,0,0.0,0.0,0.45000000000000007
100000,0.05,11,0.97,4947,750,740,0.152,0.15,0.42500000000000004
100000,0.05,10,0.97,4947,873,862,0.176,0.174,0.42500000000000004
100000,0.05,9,0.97,4947,994,984,0.201,0.199,0.42500000000000004
100000,0.05,8,0.97,4947,1139,1123,0.23,0.227,0.42500000000000004
100000,0.05,7,0.97,4947,1284,1266,0.26,0.256,0.42500000000000004
100000,0.05,6,0.97,4947,1455,1431,0.294,0.289,0.42500000000000004
100000,0.05,5,0.97,4947,1624,1586,0.328,0.321,0.42500000000000004
100000,0.05,4,0.97,4947,1772,1674,0.358,0.338,0.42500000000000004
100000,0.05,3,0.97,4947,1563,1398,0.316,0.283,0.42500000000000004
100000,0.05,2,0.97,4947,2223,1556,0.449,0.314,0.42500000000000004
100000,0.05,1,0.97,4947,0,0,0.0,0.0,0.42500000000000004
100000,0.05,11,0.97,5138,508,502,0.099,0.098,0.40000000000000002
100000,0.05,10,0.97,5138,646,640,0.126,0.125,0.40000000000000002
100000,0.05,9,0.97,5138,748,738,0.146,0.144,0.40000000000000002
100000,0.05,8,0.97,5138,870,859,0.169,0.167,0.40000000000000002
100000,0.05,7,0.97,5138,1036,1024,0.202,0.199,0.40000000000000002
100000,0.05,6,0.97,5138,1234,1215,0.24,0.236,0.40000000000000002
100000,0.05,5,0.97,5138,1368,1346,0.266,0.262,0.40000000000000002
100000,0.05,4,0.97,5138,1594,1508,0.31,0.293,0.40000000000000002
100000,0.05,3,0.97,5138,1597,1383,0.311,0.269,0.40000000000000002
100000,0.05,2,0.97,5138,2267,1546,0.441,0.301,0.40000000000000002
100000,0.05,1,0.97,5138,0,0,0.0,0.0,0.40000000000000002
100000,0.1,11,0.97,10066,3302,3265,0.328,0.324,1.0000000000000004
100000,0.1,10,0.97,10066,4054,4000,0.403,0.397,1.0000000000000004
100000,0.1,9,0.97,10066,4976,4897,0.494,0.486,1.0000000000000004
100000,0.1,8,0.97,10066,5992,5870,0.595,0.583,1.0000000000000004
100000,0.1,7,0.97,10066,6860,6717,0.682,0.667,1.0000000000000004
100000,0.1,6,0.97,10066,7785,7611,0.773,0.756,1.0000000000000004
100000,0.1,5,0.97,10066,8532,8338,0.848,0.828,1.0000000000000004
100000,0.1,4,0.97,10066,8899,8670,0.884,0.861,1.0000000000000004
100000,0.1,3,0.97,10066,8255,8125,0.82,0.807,1.0000000000000004
100000,0.1,2,0.97,10066,6016,6001,0.598,0.596,1.0000000000000004
100000,0.1,1,0.97,10066,8322,7833,0.827,0.778,1.0000000000000004
100000,0.1,11,0.97,9963,3266,3225,0.328,0.324,0.97500000000000053
100000,0.1,10,0.97,9963,4019,3961,0.403,0.398,0.97500000000000053
100000,0.1,9,0.97,9963,4879,4798,0.49,0.482,0.97500000000000053
100000,0.1,8,0.97,9963,5776,5666,0.58,0.569,0.97500000000000053
100000,0.1,7,0.97,9963,6701,6552,0.673,0.658,0.97500000000000053
100000,0.1,6,0.97,9963,7519,7333,0.755,0.736,0.97500000000000053
100000,0.1,5,0.97,9963,8289,8070,0.832,0.81,0.97500000000000053
100000,0.1,4,0.97,9963,8608,8360,0.864,0.839,0.97500000000000053
100000,0.1,3,0.97,9963,8062,7878,0.809,0.791,0.97500000000000053
100000,0.1,2,0.97,9963,5889,5842,0.591,0.586,0.97500000000000053
100000,0.1,1,0.97,9963,2091,1895,0.21,0.19,0.97500000000000053
100000,0.1,11,0.97,9961,3147,3115,0.316,0.313,0.95000000000000051
100000,0.1,10,0.97,9961,3917,3864,0.393,0.388,0.95000000000000051
100000,0.1,9,0.97,9961,4764,4687,0.478,0.47,0.95000000000000051
100000,0.1,8,0.97,9961,5681,5591,0.57,0.561,0.95000000000000051
100000,0.1,7,0.97,9961,6509,6398,0.653,0.642,0.95000000000000051
100000,0.1,6,0.97,9961,7399,7245,0.743,0.727,0.95000000000000051
100000,0.1,5,0.97,9961,8130,7904,0.816,0.793,0.95000000000000051
100000,0.1,4,0.97,9961,8485,8207,0.852,0.824,0.95000000000000051
100000,0.1,3,0.97,9961,7927,7738,0.796,0.777,0.95000000000000051
100000,0.1,2,0.97,9961,5715,5646,0.574,0.567,0.95000000000000051
100000,0.1,1,0.97,9961,0,0,0.0,0.0,0.95000000000000051
100000,0.1,11,0.97,10022,3002,2963,0.3,0.296,0.92500000000000049
100000,0.1,10,0.97,10022,3769,3721,0.376,0.371,0.92500000000000049
100000,0.1,9,0.97,10022,4560,4486,0.455,0.448,0.92500000000000049
100000,0.1,8,0.97,10022,5452,5359,0.544,0.535,0.92500000000000049
100000,0.1,7,0.97,10022,6341,6209,0.633,0.619,0.92500000000000049
100000,0.1,6,0.97,10022,7148,6974,0.713,0.696,0.92500000000000049
100000,0.1,5,0.97,10022,7892,7668,0.787,0.765,0.92500000000000049
100000,0.1,4,0.97,10022,8248,7943,0.823,0.792,0.92500000000000049
100000,0.1,3,0.97,10022,7796,7547,0.778,0.753,0.92500000000000049
100000,0.1,2,0.97,10022,5602,5491,0.559,0.548,0.92500000000000049
100000,0.1,1,0.97,10022,0,0,0.0,0.0,0.92500000000000049
100000,0.1,11,0.97,9984,2845,2821,0.285,0.283,0.90000000000000047
100000,0.1,10,0.97,9984,3544,3501,0.355,0.351,0.90000000000000047
100000,0.1,9,0.97,9984,4375,4314,0.438,0.432,0.90000000000000047
100000,0.1,8,0.97,9984,5248,5161,0.526,0.517,0.90000000000000047
100000,0.1,7,0.97,9984,6129,6013,0.614,0.602,0.90000000000000047
100000,0.1,6,0.97,9984,6893,6742,0.69,0.675,0.90000000000000047
100000,0.1,5,0.97,9984,7635,7426,0.765,0.744,0.90000000000000047
100000,0.1,4,0.97,9984,8045,7704,0.806,0.772,0.90000000000000047
100000,0.1,3,0.97,9984,7672,7397,0.768,0.741,0.90000000000000047
100000,0.1,2,0.97,9984,5401,5284,0.541,0.529,0.90000000000000047
100000,0.1,1,0.97,9984,0,0,0.0,0.0,0.90000000000000047
100000,0.1,11,0.97,9924,2806,2762,0.283,0.278,0.87500000000000044
100000,0.1,10,0.97,9924,3444,3385,0.347,0.341,0.87500000000000044
100000,0.1,9,0.97,9924,4162,4085,0.419,0.412,0.87500000000000044
100000,0.1,8,0.97,9924,4987,4894,0.503,0.493,0.87500000000000044
100000,0.1,7,0.97,9924,5810,5702,0.585,0.575,0.87500000000000044
100000,0.1,6,0.97,9924,6619,6468,0.667,0.652,0.87500000000000044
100000,0.1,5,0.97,9924,7309,7108,0.736,0.716,0.87500000000000044
100000,0.1,4,0.97,9924,7660,7334,0.772,0.739,0.87500000000000044
100000,0.1,3,0.97,9924,7328,7019,0.738,0.707,0.87500000000000044
100000,0.1,2,0.97,9924,5236,5076,0.528,0.511,0.87500000000000044
100000,0.1,1,0.97,9924,0,0,0.0,0.0,0.87500000000000044
100000,0.1,11,0.97,10072,2641,2616,0.262,0.26,0.85000000000000042
100000,0.1,10,0.97,10072,3357,3317,0.333,0.329,0.85000000000000042
100000,0.1,9,0.97,10072,4075,4016,0.405,0.399,0.85000000000000042
100000,0.1,8,0.97,10072,4936,4844,0.49,0.481,0.85000000000000042
100000,0.1,7,0.97,10072,5716,5593,0.568,0.555,0.85000000000000042
100000,0.1,6,0.97,10072,6528,6371,0.648,0.632,0.85000000000000042
100000,0.1,5,0.97,10072,7225,7001,0.717,0.695,0.85000000000000042
100000,0.1,4,0.97,10072,7622,7248,0.757,0.72,0.85000000000000042
100000,0.1,3,0.97,10072,7310,6963,0.726,0.691,0.85000000000000042
100000,0.1,2,0.97,10072,5355,5185,0.532,0.515,0.85000000000000042
100000,0.1,1,0.97,10072,0,0,0.0,0.0,0.85000000000000042
100000,0.1,11,0.97,9843,2584,2559,0.263,0.26,0.8250000000000004
100000,0.1,10,0.97,9843,3152,3118,0.32,0.317,0.8250000000000004
100000,0.1,9,0.97,9843,3823,3773,0.388,0.383,0.8250000000000004
100000,0.1,8,0.97,9843,4609,4532,0.468,0.46,0.8250000000000004
